Sl no,Tweets,Search key,Feeling
4806," #29: @makenna ed ""@dogpantry i hope he decides to fight for cersei and arya kills him and takes his face and then fuckin kills that queen bitch too""",hope,happy
9812,"Tweet #51: @Anjata Gabriel Lorca tweeted ""@pepsirat_emma Same for me I just know that I was very angry 😂""",very angry,angry
5879," #73: @ぴょん ed ""RT @sakuma___s: VOLCANO の作曲者さんが作曲した、Hey! Say! JUMP『AinoArika』『Jealous guy』伊野尾慧『条件反射』です…どれもJUMPファンの中では評価の高い楽曲です、Travis Japan 凄い… https://t.…""",jealous,angry
3066," #32: @Tubemole 🇬🇧 ed ""I maintained God is hateful. Leviticus, St Paul. Slavery. Tattoos! Piercings! Hates gay people. Forces men to have children with sisters-in-law if wife cannot have babies. Pestilience. Too *stressful*. I don't see God either. Our world problems are man-made from poor choices.""",hateful,angry
8364," #26: @Facundo Etchebehere ed ""RT @Danone: .@ldeakin from @IDEO on stage at #TheLoveBehindFood summit.""We can use the power of design to help us solve large-scale, compl…""",help,happy
8123," #42: @Jayne Magill ed ""RT @BrookerFilms: Massive shoutout to @MikeyCobban We filmed 100+ videos together with @RoadTripTV and you were always so amazing to work w…""",happiness,happy
3745," #11: @JediDCMarvelite ed ""RT @josephwayne2421: Soooo... venom was a bad film, the only thing that made it work was how much fun Tom hardy was having and his performa…""",dread,fear
249," #21: @Shosho Light ed ""RT @JACKROOSTERLIVE: Finally Graduating next month! B.A in Journalism & Music. What started as a distant dream/idea is now reality.Many tim…""",gratitude,happy
3028," #76: @AJ DESIGN AND RETAIL ed ""5.04 carat 5.79 ratti Natural non heated non treated IGL certified Burma Ruby, Manik and Chunni INR 20,160.00https://t.co/F8P4fva9UC https://t.co/0jKyzLkFFE""",heated,angry
7471," #39: @diara✨ ed ""OH and the new version of DSOTS????? I....wait for it.....LOVE IT! I didn't expect it all honestly! it was a nice surprise""",surprise,surprise
8258," #24: @Dani ed ""RT @thirsty4stucky: blessing your tl with sebastian stan and anthony mackie talking about chris evans’ boob grab https://t.co/gzpUAgbGMb""",bless,happy
2124," #4: @V Iyer ed ""The angels of painting, sculpting and architecture weep for #Michelangelo, whose accomplishments haven’t been surpassed to this day. #florence https://t.co/Kx6wstsTI1""",weep,sad
1503," #25: @bb.ellax ed ""RT @lonestfeeIs: If you ever meet someone who tries their hardest to stick by you regardless of how difficult you are, keep them close or e…""",regret,sad
5973," #26: @Al.com ed ""@80_mcswan If correct It’s daft ... and will backfire big time .Manny is made a martyr for the cause and will cause more indignation in YES movement and spur us on even more .""",indignation,angry
5366," #52: @riley ed ""RT @SoooSami: Sometimes it’s hard to trust God when life doesn’t make sense, but trust Him anyway; He’s always taking care of you.""",trust,happy
2760," #89: @Voiceover Bae ed ""These silly Zim dancehall songs with what they think is Ndebele in them really grind my gears.They absolutely irritate me.Just stick to what you know.""",irritate,angry
9317,"Tweet #29: @AFC tweeted ""RT @AmandaNunnC5: Police are looking for this man after an 89-year-old had her OBE medal stolen during a burglary at her home. The suspect…""",very upset,sad
6650," #32: @gsb ed ""RT @prabalgurung: The inimitable @nickiminaj showstops in the Atelier Prabal Gurung rococo blush double face satin sculptural dress with ha…""",blush,happy
7437," #5: @Geo 👹 ed ""RT @pcgamer: Outbreak Perfected comes to Destiny 2 in a surprise secret quest https://t.co/tC4kPXK0LS https://t.co/4nJnxhvmDq""",surprise,surprise
7235," #65: @AnaBanana 💫 ed ""RT @ramsaenz__: when she was walking down the aisle and they were both crying asdfghjkl.. so happy for u Gina baby 😭😭 https://t.co/GCdWwD4X…""",so happy,happy
8028," #36: @SOS Villages Uganda ed ""RT @RMalango2015: Our ability as societies & nations 2 protect & nurture our children if we are to achieve a better healthier more prospero…""",prosperous,happy
8210," #55: @GodBlessedAmerica   Military@Border ed ""I am done with this, But I am going to Pray for YOU, because I think you just do NOT know the truth, you are young & think you are doing the right thing. Please be Smart not Lazy, BCz you will live with this for Eternity... God Bless YOU my sweet Friend.""",bless,happy
8422," #4: @lahlah ed ""RT @khryzzealeyyy: Only music can save me from sadness.""",sadness,sad
9829,"Tweet #68: @your fav ho(nooko) tweeted ""@AceRavi I love you, but this is cultural appropriation, and very very offensive to a lot of people. Please know people are going to be angry. 😰""",very angry,angry
448," #61: @VPHS Principal Dr. Ken Miller ed ""Thank you Villa Park Cheer for your amazing support! #WinnersWin https://t.co/BfdH6Qcn1j""",cheer,happy
9318,"Tweet #30: @⚒ Tanners ⚒ tweeted ""RT @AmandaNunnC5: Police are looking for this man after an 89-year-old had her OBE medal stolen during a burglary at her home. The suspect…""",very upset,sad
9236,"Tweet #17: @joannejacobs tweeted ""@oberonsghost Tea is fortuitously doing the trick. Also almond and coconut cupcakes and butter chocolate ice cream both made with Stevia make this at least a guilt free indulgence!""",guilt,sad
8600,"Tweet #50: @jenn martin's bedtime is 11pm Central tweeted ""Really regretting going to bed 3.5hrs ago since kiddo got me up with stomach pain. Why, Yesterday Jenn, was scrolling Twitter so important?""",regretting,sad
9196,"Tweet #58: @Ric A tweeted ""RT @SenatorDurbin: Leader McConnell has made clear he and Senate Republicans want the Mueller Report to disappear. With so many troubling q…""",troubling,sad
1125," #25: @KillThisLove🔪💔 ed ""RT @TimesSquareNYC: The influential all-female #kpop group #BLACKPINK [@ygofficialblink] won the Music @shortyaward! Lucky for us, we've be…""",lucky,happy
6543," #87: @everybody love cakes ed ""RT @ggukreum: @BTS_twt you're always challenging yourself and working towards greater things and that's so admirable!! i love you so much b…""",determination,happy
8771,"Tweet #65: @mucho masturbation tweeted ""RT @jronrescue: since im still depressed from #AvengersEndgame i present to you tumblr text posts, marvel edition""",depressed,sad
1693," #35: @Danielle SH ed ""@SAspihesi Leave us alone and be a miserable person somewhere else where we don't see you.""",miserable,sad
6131," #23: @Vissanna ed ""RT @TheLeaflet_in: #RanjanGogoi“Today, I am at the verge of losing faith in the capacity of our system to deliver justice to the weak and…""",dejection,sad
684," #67: @Not you ed ""@la_critza When u witness someone willing to abuse say their own parents w/glee, run. There isn’t anyone they wouldn’t abuse. Little kids, seniors, anyone. Only way out is become them, then it’ll be done to someone else, then you’re a colluder. R u that desperate? They just want 2ruin peace""",glee,happy
5654," #62: @K U L A N I ed ""@JohnMphatsoe @MsMoyake Don't bore us, don't even dare""",bore,sad
9750,"Tweet #72: @komal jaiswal-mai bhi chowkidar tweeted ""RT @abhijitmajumder: Wasn’t Rajiv Gandhi Brashtachari No. 1 of his time?Didn’t VP Singh win after nation rejected Rajiv?Are Bofors, Bhopa…""",tragedy,sad
462," #75: @mereinated beefsteak ed ""Today I was in a an arbitrarily bad mood. And I announced it to many. Yet. People kept asking me. why &. telling me to cheer up. Like bro I don’t know. I woke. Up. Like. This.""",cheer,happy
6270," #44: @Q ॐ S Spiritual ed ""RT @SadhguruJV: Devotion is about you. Maybe you use another as inspiration, but you change your quality into a profound sense of sweetness…""",devotion,happy
3484," #54: @Deb ed ""RT @johncardillo: Ilhan Omar:- Anti-Semite - While in MN Leg, voted to give life insurance payouts to the families of terrorists- Begge…""",terror,fear
4817," #40: @ashley💐 ed ""I was sleeping so good Paris done woke me up 🙄I hope she kno she finna eat & go back to sleep cause I’m tired""",hope,happy
2135," #15: @Lisa Bataran ed ""“Those who do not weep, do not see.” ~ Victor Hugo, Les Misérables""",weep,sad
319," #11: @Charlotte Damone ed ""RT @BusyPhilipps: Tonight on @BusyTonightTV I get to hang with @lakebell and her adorable leg and it is A DELIGHT! Don't miss it! 11pm on E…""",delight,happy
4942," #45: @(Tr)eat my a$$ ed ""Im super nervous about this bike service pray for me that the cost is low 🙈😂""",nervous,fear
4557," #61: @Paola v. Eulenburg ed ""RT @aylajean: Defiant @ekrem_imamoglu says he ""will never give up"" after Turkish results of election in which he ousted ruling party from I…""",peace,happy
6665," #47: @🌱jay_## ed ""THIS MADE ME BLUSH HES SO PRECIOUS AND SWEET I LOVE U""",blush,happy
3046," #12: @Walt Smolinski ed ""@WCivility Before the AG Barr and the Justice Kavanaugh hearings this senator was a nobody who accomplished nothing. Now she's added hateful and delusional to her list.""",hateful,angry
1514," #36: @behati ed ""pinaka regret sa buhay? — ang mabuhay pa https://t.co/f6slZy9VtH""",regret,sad
3816," #82: @єddч ed ""RT @9GAG: Dread it, run from it, destiny arrives all the same. https://t.co/MgNsnxtBou""",dread,fear
377," #69: @↬puʇsɐsɐɯ ed ""RT @JeromeTaylor: THIS @Reuters picture! the journalist community's delight at seeing these men freed will always be tempered by the rage…""",delight,happy
411," #24: @Keshaw ed ""RT @ChennaiIPL: Set the whistle clocks to 7:30 PM! Follow the matchday routine and cheer all the #Yellove you've got! Matchday it is! #Whi…""",cheer,happy
8303," #32: @Software Developer ed ""RT @slowfoodclare: @biarebelramen coming to Burren Slow Food Festival 11-12 May to show us how Japanese #ramen is made! Also selling it the…""",enjoyment,happy
4119," #53: @Lucy Treloar ed ""@gdunc44 Oh no! Instant pain in forehead and a strong feeling of revulsion with me...""",revulsion,disgust
3771," #37: @real askwhole ed ""Dread it, run from it, destiny arrives all the same.""",dread,fear
1770," #42: @inder b. s. chhabra ed ""RT @jazzdotorg: Charles Mingus' masterpiece Mingus Ah Um turns sixty today!The album, which Mingus began recording on this day in 1959, r…""",mournful,sad
5393," #10: @mxa. ed ""uthte he itna tensed kr k rkh dete hain ye uni k ghattiya groups 😩""",tensed,fear
4846," #22: @3boys4nana@gmail.com ed ""RT @DrShayPhD: Well done! Mr. President. Though it is really a shame that a soldier would go to prison, in the first place, for doing what…""",shame,disgust
4433," #8: @🇼ï🆉🗼🇷🅳. Ö🇫. ©️ö♏ë🇩🍸 ed ""This morning I got in touch with my inner self... and that's the last time I buy cheap toilet paper! 😕""",sarcasm,disgust
8595,"Tweet #45: @Jsama⚡🔱 tweeted ""Called out from work this morning because of a lowkey stomach ache..now I'm lowkey regretting it""",regretting,sad
5668," #6: @Ani Nnachor Isaac ed ""RT @SaharaReporters: The Courts Must Declare Atiku Abubakar President Of Nigeria (1) By Femi AribisalaIf Buhari and the APC are allowed to…""",kind,happy
3446," #16: @S D ed ""RT @AmrullahSaleh2: In a joint operation dozens of drug labs & storage facilities  associated with Taliban terror networks were destroyed i…""",terror,fear
7443," #11: @insearchofshetland ed ""@GenealogyNorth They’re picking us up so we’re going to be in their hands 😳 spoken to them on the phone a couple of times and all was well so 🤞🏻hope your meetings went well, was the Swedish relation a surprise? I love things like that""",surprise,surprise
9636,"Tweet #38: @Eczema No More tweeted ""#Eczema is characterized by itchy, erythematous, vesicular, weeping, and crusting patches.""",weeping,sad
7461," #29: @Ирина Севостьянова ed ""What a pleasant surprise! In 7 minutes i will be performing completely naked in this chat! Сome on! Look at me, it's absolutely free! I am waiting for you, i am your delicious!!!!        https://t.co/ut90llBIWS https://t.co/7Ek9Ec1xuV""",surprise,surprise
6033," #86: @Guillaume Desimpel ed ""RT @Eglantine_EMEYE: Je voudrais féliciter la perversité de la personne qui a trouvé malin et sans doute très drôle de fracasser ma voiture…""",indignation,angry
2377," #68: @Anonymous Bosch ed ""RT @MuyiwaSaka: In a slightly unhappy place at the moment. Tiptoeing through it with firm confidence I'll overcome it.""",unhappy,sad
8486," #5: @UWAMAHORO | Raymond ed ""RT @GAERGRwanda: MASSAMBA Intore: There is no tragedy like an extermination. It is sorrowful to be born and raised in a family, to marry an…""",sorrowful,sad
275," #47: @Tanya ed ""RT @jitubhaiyajgd: ATTITUDE OF GRATITUDEThe #science & #sprirituality behind #Gratitude & hw it can change ur lyf ws the essence of dis se…""",gratitude,happy
6191," #54: @UKIP Trending News ed ""EU PANIC: Brussels rocked by 'DESPAIR' over future role of Farage and Boris Johnson https://t.co/U5xZlv73l0 https://t.co/xlEXU0FNoQ""",despair,sad
7379," #30: @💖Stephanie Howarth ed ""LOOK at this #winniethepooh #BabyBlanket!  Features #pooh #Eeyore, #Piglet and #Tigger #BabyGirl #BabyBoy #ToddlerGirl #toddlerBoy Great for #BabyShower #holidays, or #Birthday #Giftidea #HandmadeQuilt  https://t.co/jWRKXwrFKE https://t.co/4d9uXIryZ6""",great,happy
1073," #68: @Schneider, Anthony R ed ""For God was pleased to have all His fullness dwell in Him,-Colossians 1:19 CSBThe dwelling of your heart leads the dwelling that by which sees you thru. Where are you dwelling before you decide to obey thru?-Galatians 1:15-16 https://t.co/uG20mCLZV9""",pleased,happy
2121," #1: @Equinox ed ""RT @official_japhy: @akaay__ ""I will make sure you meet an end so cruel the devil will weep ""Klaus""",weep,sad
2014," #48: @Lorelei Larson ed ""RT @waltb31: Such a worthless lying eunuch 🍄 If you believe the #MuellerReport “exonerated” you why are you AFRAID of hearing from Mueller…""",guilty,sad
9900,"Tweet #40: @n̶o̶t̶ ̶m̶e̶ tweeted ""I FUCKING HATE BRATTY KIDS WHO THINK EVERYBODY'S GONNA BOW DOWN AND DO WHATEVER THEY WANT JUST BC THEY WANT TO AND THROW FUCKING ANNOYING TANTRUMS IF THEY DON'T GET WHAT THEY WANT""",annoying,angry
4746," #34: @Patricia ed ""As it is organised locally, workers themselves can choose the work that’s on offer with direct positive impact on their communities. This is the work of MMT economists, and I hope Labour take it seriously.""",hope,happy
2924," #50: @DL ed ""RT @richardhine: Obama delivered 7+ years of uninterrupted job growth while massively shrinking the $1T deficit he inherited. #TeaParty was…""",furious,angry
